JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,ICETH(m),Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),     MAC,
 22809.000,   906.176,   321.547,     7.710,     0.004,     0.000,     0.000,     0.250,   145.987,  1741.000,     1.000,     0.000,     9.390,  -158.722,     0.000,   355.286,   412.735,   113.919,   -12.646,     0.000,         0.000,
 22810.000,   874.597,   321.418,     7.730,     0.004,     0.000,     0.000,     0.250,   145.858,  1741.000,     1.000,     0.000,     9.526,  -166.496,     0.000,   354.802,   415.581,   117.180,   -11.464,     0.000,         0.000,
 22811.000,   840.513,   321.278,     7.735,     0.004,     0.000,     0.000,     0.250,   145.718,  1741.000,     1.000,     0.000,     9.629,  -206.098,     0.000,   363.978,   417.799,   170.724,   -18.446,     0.000,         0.000,
 22812.000,   848.245,   321.136,     7.698,     0.004,     0.000,     0.000,     0.250,   145.576,  1741.000,     1.000,     0.000,     9.618,  -227.542,     0.000,   371.872,   419.257,   197.739,   -17.582,     0.000,         0.000,
 22813.000,   834.811,   320.988,     7.749,     0.004,     0.000,     0.000,     0.250,   145.428,  1716.300,     1.000,     0.000,     9.670,  -171.795,     0.000,   402.761,   420.166,   186.617,   -32.227,     0.000,         0.000,
 22814.000,   822.657,   320.819,     7.767,     0.004,     0.000,     0.000,     0.250,   145.259,  1716.300,     1.000,     0.000,     9.724,  -143.391,     0.000,   402.795,   423.076,   154.816,   -31.706,     0.000,         0.000,
 22815.000,   800.114,   320.657,     7.753,     0.004,     0.000,     0.000,     0.250,   145.097,  1716.300,     1.000,     0.000,     9.741,  -169.295,     0.000,   384.239,   424.897,   153.244,   -24.607,     0.000,         0.000,
 22816.000,   812.325,   320.508,     7.757,     0.004,     0.000,     0.000,     0.250,   144.948,  1716.300,     1.000,     0.000,     9.815,  -271.981,     0.000,   347.572,   424.708,   194.123,     0.722,     0.000,         0.000,
 22817.000,   808.573,   320.359,     7.732,     0.004,     0.000,     0.000,     0.250,   144.799,  1716.300,     1.000,     0.000,     9.834,  -263.708,     0.000,   348.890,   425.262,   187.096,     0.239,     0.000,         0.000,
 22818.000,   804.374,   320.200,     7.751,     0.004,     0.000,     0.000,     0.250,   144.640,  1716.300,     1.000,     0.000,     9.863,  -208.151,     0.000,   368.963,   426.319,   161.971,   -11.176,     0.000,         0.000,
 22819.000,   798.516,   320.036,     7.759,     0.005,     0.000,     0.000,     0.250,   144.476,  1716.300,     1.000,     0.000,     9.806,  -270.065,     0.000,   342.817,   424.338,   172.363,    16.182,     0.000,         0.000,
 22820.000,   848.975,   319.881,     7.781,     0.004,     0.000,     0.000,     0.250,   144.321,  1716.300,     1.000,     0.000,     9.877,  -283.843,     0.000,   309.755,   419.764,   129.678,    44.156,     0.000,         0.000,
 22821.000,   863.565,   319.700,     7.746,     0.005,     0.000,     0.000,     0.250,   144.140,  1716.300,     1.000,     0.000,     9.818,  -307.316,     0.000,   294.738,   418.054,   148.348,    35.652,     0.000,         0.000,
 22822.000,   840.834,   319.491,     7.813,     0.005,     0.000,     0.000,     0.250,   143.931,  1691.800,     1.000,     0.000,     9.907,  -297.701,     0.000,   299.917,   418.011,   149.871,    29.736,     0.000,         0.000,
 22823.000,   851.176,   319.288,     7.800,     0.005,     0.000,     0.000,     0.250,   143.728,  1691.800,     1.000,     0.000,     9.943,  -286.622,     0.000,   299.801,   417.978,   134.209,    34.235,     0.000,         0.000,
 22824.000,   808.263,   319.080,     7.784,     0.005,     0.000,     0.000,     0.250,   143.520,  1691.800,     1.000,     0.000,     9.964,  -253.852,     0.000,   315.758,   418.699,   134.197,    16.714,     0.000,         0.000,
 22825.000,   564.075,   318.882,     7.791,     0.005,     0.000,     0.000,     0.250,   143.322,  1691.800,     1.000,     0.000,    10.001,  -234.369,     0.000,   333.759,   419.860,   142.343,     5.925,     0.000,         0.000,
