$2/1/1990-8/29/2024 SHA outflow (historical),,,,,
,,,,,
JDAY,QOUT,QOUT,QOUT,QOUT,QOUT
15172,224.0,0.0,0.0,0.0,0.0
15173,219.3,0.0,0.0,0.0,0.0
15174,219.8,0.0,0.0,0.0,0.0
15175,214.9,0.0,0.0,0.0,0.0
15176,214.9,0.0,0.0,0.0,0.0
15177,244.7,0.0,0.0,0.0,0.0
15178,244.7,0.0,0.0,0.0,0.0
15179,216.9,0.0,0.0,0.0,0.0
15180,220.4,0.0,0.0,0.0,0.0
15181,222.4,0.0,0.0,0.0,0.0
15182,227.4,0.0,0.0,0.0,0.0
15183,215.6,0.0,0.0,0.0,0.0
15184,207.7,0.0,0.0,0.0,0.0
15185,209.6,0.0,0.0,0.0,0.0
15186,231.9,0.0,0.0,0.0,0.0
15187,220.5,0.0,0.0,0.0,0.0
15188,240.5,0.0,0.0,0.0,0.0
15189,208.9,0.0,0.0,0.0,0.0
15190,202.3,0.0,0.0,0.0,0.0
15191,218.8,0.0,0.0,0.0,0.0
15192,215.3,0.0,0.0,0.0,0.0
15193,213.4,0.0,0.0,0.0,0.0
15194,228.2,0.0,0.0,0.0,0.0
15195,219.0,0.0,0.0,0.0,0.0
15196,230.8,0.0,0.0,0.0,0.0
15197,207.8,0.0,0.0,0.0,0.0
15198,209.4,0.0,0.0,0.0,0.0
15199,220.3,0.0,0.0,0.0,0.0
15200,211.2,0.0,0.0,0.0,0.0
15201,194.9,0.0,0.0,0.0,0.0
15202,186.3,0.0,0.0,0.0,0.0
15203,176.3,0.0,0.0,0.0,0.0
15204,166.2,0.0,0.0,0.0,0.0
15205,159.5,0.0,0.0,0.0,0.0
15206,159.3,0.0,0.0,0.0,0.0
15207,155.7,0.0,0.0,0.0,0.0
15208,153.8,0.0,0.0,0.0,0.0
15209,150.5,0.0,0.0,0.0,0.0
15210,148.6,0.0,0.0,0.0,0.0
15211,147.2,0.0,0.0,0.0,0.0
15212,137.3,0.0,0.0,0.0,0.0
15213,140.5,0.0,0.0,0.0,0.0
15214,154.0,0.0,0.0,0.0,0.0
15215,133.6,0.0,0.0,0.0,0.0
15216,122.3,0.0,0.0,0.0,0.0
15217,124.4,0.0,0.0,0.0,0.0
15218,119.8,0.0,0.0,0.0,0.0
15219,123.9,0.0,0.0,0.0,0.0
15220,111.2,0.0,0.0,0.0,0.0
15221,104.7,0.0,0.0,0.0,0.0
15222,104.9,0.0,0.0,0.0,0.0
15223,89.7,0.0,0.0,0.0,0.0
15224,63.3,0.0,0.0,0.0,0.0
15225,79.3,0.0,0.0,0.0,0.0
15226,93.9,0.0,0.0,0.0,0.0
15227,50.6,0.0,0.0,0.0,0.0
15228,96.2,0.0,0.0,0.0,0.0
15229,54.3,0.0,0.0,0.0,0.0
